-1.000	2.797
-0.980	2.798
-0.960	2.798
-0.940	2.798
-0.920	2.799
-0.900	2.799
-0.880	2.799
-0.860	2.799
-0.840	3.137
-0.820	3.139
-0.800	3.139
-0.780	3.139
-0.760	3.139
-0.740	3.139
-0.720	3.138
-0.700	3.138
-0.680	3.137
-0.660	3.136
-0.640	3.135
-0.620	2.975
-0.600	2.974
-0.580	2.971
-0.560	2.816
-0.540	2.805
-0.520	2.805
-0.500	2.806
-0.480	2.806
-0.460	2.807
-0.440	2.807
-0.420	2.807
-0.400	2.807
-0.380	2.807
-0.360	2.808
-0.340	2.808
-0.320	2.808
-0.300	2.808
-0.280	2.808
-0.260	2.808
-0.240	2.809
-0.220	2.808
-0.200	2.809
-0.180	2.808
-0.160	2.809
-0.140	2.809
-0.120	2.808
-0.100	2.808
-0.080	2.809
-0.060	2.808
-0.040	2.808
-0.020	2.809
0.000	2.809
0.020	2.809
0.040	2.817
0.060	2.818
0.080	2.818
0.100	2.818
0.120	2.816
0.140	2.817
0.160	2.818
0.180	2.818
0.200	2.818
0.220	2.818
0.240	2.818
0.260	2.818
0.280	2.817
0.300	2.816
0.320	2.817
0.340	2.817
0.360	2.818
0.380	2.817
0.400	2.818
0.420	2.818
0.440	2.818
0.460	2.817
0.480	2.818
0.500	2.818
0.520	2.819
0.540	2.819
0.560	2.818
0.580	2.817
0.600	2.818
0.620	2.817
0.640	2.817
0.660	2.817
0.680	2.822
0.700	2.990
0.720	3.140
0.740	3.141
0.760	3.141
0.780	3.140
0.800	3.140
0.820	3.141
0.840	2.808
0.860	2.807
0.880	2.807
0.900	2.807
0.920	2.806
0.940	2.807
0.960	2.806
0.980	2.807
1.000	2.806
