-1.000	2.990
-0.980	2.992
-0.960	2.992
-0.940	2.993
-0.920	2.994
-0.900	2.994
-0.880	2.993
-0.860	2.993
-0.840	2.995
-0.820	2.996
-0.800	2.995
-0.780	2.995
-0.760	2.994
-0.740	2.996
-0.720	2.996
-0.700	2.996
-0.680	2.995
-0.660	2.991
-0.640	2.992
-0.620	2.993
-0.600	2.994
-0.580	2.994
-0.560	2.995
-0.540	2.997
-0.520	2.998
-0.500	2.997
-0.480	2.996
-0.460	2.996
-0.440	2.995
-0.420	2.994
-0.400	2.996
-0.380	2.997
-0.360	2.998
-0.340	2.997
-0.320	2.995
-0.300	2.994
-0.280	2.996
-0.260	2.997
-0.240	2.996
-0.220	2.995
-0.200	2.996
-0.180	2.997
-0.160	2.997
-0.140	2.998
-0.120	2.997
-0.100	2.997
-0.080	2.996
-0.060	2.995
-0.040	2.996
-0.020	2.996
0.000	2.995
0.020	2.996
0.040	2.996
0.060	2.996
0.080	2.997
0.100	2.998
0.120	2.998
0.140	2.996
0.160	2.996
0.180	2.997
0.200	2.996
0.220	2.996
0.240	2.997
0.260	2.997
0.280	2.997
0.300	3.001
0.320	3.000
0.340	3.001
0.360	3.000
0.380	3.000
0.400	3.002
0.420	3.000
0.440	2.999
0.460	3.000
0.480	3.000
0.500	2.998
0.520	2.999
0.540	2.998
0.560	2.998
0.580	3.000
0.600	3.000
0.620	2.998
0.640	2.999
0.660	2.997
0.680	2.997
0.700	2.998
0.720	2.998
0.740	2.997
0.760	2.998
0.780	2.997
0.800	2.997
0.820	2.997
0.840	2.997
0.860	2.997
0.880	2.996
0.900	2.996
0.920	2.994
0.940	2.994
0.960	2.994
0.980	2.995
1.000	2.994
