-1.000	2.776
-0.980	2.776
-0.960	2.778
-0.940	2.780
-0.920	2.778
-0.900	2.778
-0.880	2.778
-0.860	2.778
-0.840	2.778
-0.820	2.779
-0.800	2.780
-0.780	2.780
-0.760	2.781
-0.740	2.780
-0.720	2.780
-0.700	2.781
-0.680	2.783
-0.660	2.784
-0.640	2.781
-0.620	2.781
-0.600	2.783
-0.580	2.783
-0.560	2.782
-0.540	2.780
-0.520	2.781
-0.500	2.783
-0.480	2.784
-0.460	2.781
-0.440	2.782
-0.420	2.783
-0.400	2.783
-0.380	2.780
-0.360	2.780
-0.340	2.783
-0.320	2.782
-0.300	2.784
-0.280	2.785
-0.260	2.783
-0.240	2.782
-0.220	2.781
-0.200	2.782
-0.180	2.781
-0.160	2.782
-0.140	2.783
-0.120	2.784
-0.100	2.783
-0.080	2.785
-0.060	2.781
-0.040	2.782
-0.020	2.784
0.000	2.781
0.020	2.782
0.040	2.785
0.060	2.781
0.080	2.783
0.100	2.783
0.120	2.781
0.140	2.780
0.160	2.780
0.180	2.782
0.200	2.783
0.220	2.784
0.240	2.783
0.260	2.783
0.280	2.781
0.300	2.781
0.320	2.783
0.340	2.785
0.360	2.783
0.380	2.782
0.400	2.782
0.420	2.784
0.440	2.785
0.460	2.784
0.480	2.781
0.500	2.783
0.520	2.783
0.540	2.782
0.560	2.782
0.580	2.783
0.600	2.783
0.620	2.781
0.640	2.781
0.660	2.782
0.680	2.784
0.700	2.782
0.720	2.782
0.740	2.781
0.760	2.782
0.780	2.783
0.800	2.781
0.820	2.781
0.840	2.782
0.860	2.779
0.880	2.780
0.900	2.781
0.920	2.780
0.940	2.779
0.960	2.780
0.980	2.780
1.000	2.780
