-1.000	2.781
-0.980	2.782
-0.960	2.783
-0.940	2.781
-0.920	2.782
-0.900	2.783
-0.880	2.783
-0.860	2.781
-0.840	2.782
-0.820	2.784
-0.800	2.785
-0.780	2.781
-0.760	2.783
-0.740	2.787
-0.720	2.785
-0.700	2.787
-0.680	2.787
-0.660	2.787
-0.640	2.785
-0.620	2.786
-0.600	2.787
-0.580	2.785
-0.560	2.784
-0.540	2.786
-0.520	2.787
-0.500	2.788
-0.480	2.785
-0.460	2.786
-0.440	2.787
-0.420	2.785
-0.400	2.785
-0.380	2.787
-0.360	2.786
-0.340	2.785
-0.320	2.787
-0.300	2.787
-0.280	2.787
-0.260	2.787
-0.240	2.787
-0.220	2.786
-0.200	2.786
-0.180	2.785
-0.160	2.787
-0.140	2.787
-0.120	2.787
-0.100	2.788
-0.080	2.788
-0.060	2.787
-0.040	2.787
-0.020	2.788
0.000	2.787
0.020	2.785
0.040	2.786
0.060	2.786
0.080	2.787
0.100	2.787
0.120	2.787
0.140	2.787
0.160	2.787
0.180	2.787
0.200	2.787
0.220	2.787
0.240	2.784
0.260	2.785
0.280	2.787
0.300	2.789
0.320	2.787
0.340	2.788
0.360	2.788
0.380	2.787
0.400	2.785
0.420	2.786
0.440	2.787
0.460	2.787
0.480	2.788
0.500	2.788
0.520	2.787
0.540	2.787
0.560	2.787
0.580	2.785
0.600	2.787
0.620	2.788
0.640	2.786
0.660	2.786
0.680	2.787
0.700	2.787
0.720	2.786
0.740	2.787
0.760	2.787
0.780	2.787
0.800	2.787
0.820	2.785
0.840	2.785
0.860	2.785
0.880	2.786
0.900	2.782
0.920	2.783
0.940	2.786
0.960	2.785
0.980	2.785
1.000	2.785
