-1.000	2.862
-0.980	2.862
-0.960	2.862
-0.940	2.863
-0.920	2.863
-0.900	2.864
-0.880	2.863
-0.860	2.864
-0.840	3.196
-0.820	3.196
-0.800	3.196
-0.780	3.196
-0.760	3.196
-0.740	3.196
-0.720	3.198
-0.700	3.196
-0.680	3.198
-0.660	3.198
-0.640	3.198
-0.620	3.198
-0.600	3.031
-0.580	3.029
-0.560	3.030
-0.540	3.030
-0.520	3.029
-0.500	2.869
-0.480	2.869
-0.460	2.869
-0.440	2.870
-0.420	2.870
-0.400	2.870
-0.380	2.870
-0.360	2.871
-0.340	2.870
-0.320	2.871
-0.300	2.871
-0.280	2.870
-0.260	2.871
-0.240	2.871
-0.220	2.871
-0.200	2.871
-0.180	2.871
-0.160	2.871
-0.140	2.871
-0.120	2.872
-0.100	2.872
-0.080	2.871
-0.060	2.871
-0.040	2.871
-0.020	2.871
0.000	2.872
0.020	2.872
0.040	2.871
0.060	2.871
0.080	2.880
0.100	2.882
0.120	2.882
0.140	2.882
0.160	2.882
0.180	2.881
0.200	2.881
0.220	2.881
0.240	2.881
0.260	2.881
0.280	2.882
0.300	2.881
0.320	2.881
0.340	2.881
0.360	2.882
0.380	2.881
0.400	2.882
0.420	2.881
0.440	2.881
0.460	2.881
0.480	2.882
0.500	2.883
0.520	2.882
0.540	2.881
0.560	2.881
0.580	3.048
0.600	3.200
0.620	3.199
0.640	3.199
0.660	3.199
0.680	3.199
0.700	3.199
0.720	3.200
0.740	3.199
0.760	3.199
0.780	3.199
0.800	3.199
0.820	3.199
0.840	3.199
0.860	2.870
0.880	2.869
0.900	2.869
0.920	2.869
0.940	2.869
0.960	2.869
0.980	2.869
1.000	2.869
