-1.000	2.664
-0.980	2.664
-0.960	2.665
-0.940	2.662
-0.920	2.664
-0.900	2.665
-0.880	2.665
-0.860	2.665
-0.840	2.667
-0.820	2.667
-0.800	2.920
-0.780	2.924
-0.760	2.925
-0.740	2.925
-0.720	2.926
-0.700	2.925
-0.680	2.924
-0.660	2.803
-0.640	2.802
-0.620	2.803
-0.600	2.802
-0.580	2.802
-0.560	2.802
-0.540	2.802
-0.520	2.803
-0.500	2.670
-0.480	2.669
-0.460	2.672
-0.440	2.669
-0.420	2.671
-0.400	2.672
-0.380	2.673
-0.360	2.672
-0.340	2.669
-0.320	2.669
-0.300	2.672
-0.280	2.672
-0.260	2.673
-0.240	2.674
-0.220	2.674
-0.200	2.673
-0.180	2.671
-0.160	2.671
-0.140	2.672
-0.120	2.671
-0.100	2.672
-0.080	2.673
-0.060	2.674
-0.040	2.672
-0.020	2.671
0.000	2.671
0.020	2.672
0.040	2.672
0.060	2.673
0.080	2.673
0.100	2.672
0.120	2.672
0.140	2.670
0.160	2.672
0.180	2.673
0.200	2.674
0.220	2.672
0.240	2.672
0.260	2.673
0.280	2.671
0.300	2.673
0.320	2.673
0.340	2.673
0.360	2.673
0.380	2.804
0.400	2.802
0.420	2.803
0.440	2.804
0.460	2.802
0.480	2.803
0.500	2.803
0.520	2.804
0.540	2.805
0.560	2.804
0.580	2.803
0.600	2.927
0.620	2.928
0.640	2.926
0.660	2.925
0.680	2.926
0.700	2.927
0.720	2.927
0.740	2.925
0.760	2.927
0.780	2.927
0.800	2.671
0.820	2.672
0.840	2.669
0.860	2.669
0.880	2.670
0.900	2.669
0.920	2.671
0.940	2.670
0.960	2.669
0.980	2.668
1.000	2.669
