-1.000	2.789
-0.980	2.787
-0.960	2.789
-0.940	2.790
-0.920	2.789
-0.900	2.791
-0.880	2.792
-0.860	2.789
-0.840	2.789
-0.820	2.792
-0.800	2.793
-0.780	2.793
-0.760	2.792
-0.740	2.793
-0.720	2.793
-0.700	2.791
-0.680	2.794
-0.660	2.794
-0.640	2.796
-0.620	2.794
-0.600	2.794
-0.580	2.794
-0.560	2.794
-0.540	2.794
-0.520	2.794
-0.500	2.791
-0.480	2.792
-0.460	2.794
-0.440	2.795
-0.420	2.795
-0.400	2.795
-0.380	2.794
-0.360	2.793
-0.340	2.794
-0.320	2.795
-0.300	2.794
-0.280	2.794
-0.260	2.795
-0.240	2.795
-0.220	2.794
-0.200	2.794
-0.180	2.796
-0.160	2.794
-0.140	2.794
-0.120	2.795
-0.100	2.795
-0.080	2.795
-0.060	2.795
-0.040	2.795
-0.020	2.794
0.000	2.795
0.020	2.796
0.040	2.794
0.060	2.795
0.080	2.796
0.100	2.794
0.120	2.795
0.140	2.796
0.160	2.796
0.180	2.795
0.200	2.793
0.220	2.794
0.240	2.796
0.260	2.795
0.280	2.795
0.300	2.795
0.320	2.795
0.340	2.794
0.360	2.794
0.380	2.794
0.400	2.794
0.420	2.795
0.440	2.794
0.460	2.794
0.480	2.794
0.500	2.795
0.520	2.793
0.540	2.793
0.560	2.794
0.580	2.795
0.600	2.795
0.620	2.796
0.640	2.793
0.660	2.794
0.680	2.795
0.700	2.796
0.720	2.794
0.740	2.795
0.760	2.793
0.780	2.794
0.800	2.794
0.820	2.794
0.840	2.793
0.860	2.791
0.880	2.793
0.900	2.792
0.920	2.794
0.940	2.794
0.960	2.794
0.980	2.792
1.000	2.791
