-1.000	3.149
-0.980	3.149
-0.960	3.150
-0.940	3.150
-0.920	3.150
-0.900	3.150
-0.880	3.150
-0.860	3.153
-0.840	3.082
-0.820	3.082
-0.800	3.083
-0.780	3.090
-0.760	3.153
-0.740	3.153
-0.720	3.153
-0.700	3.154
-0.680	3.153
-0.660	3.153
-0.640	3.154
-0.620	3.153
-0.600	3.154
-0.580	3.154
-0.560	3.154
-0.540	3.154
-0.520	3.154
-0.500	3.154
-0.480	3.154
-0.460	3.154
-0.440	3.154
-0.420	3.154
-0.400	3.154
-0.380	3.154
-0.360	3.154
-0.340	3.154
-0.320	3.154
-0.300	3.154
-0.280	3.154
-0.260	3.154
-0.240	3.154
-0.220	3.154
-0.200	3.154
-0.180	3.154
-0.160	3.154
-0.140	3.154
-0.120	3.155
-0.100	3.154
-0.080	3.154
-0.060	3.154
-0.040	3.155
-0.020	3.154
0.000	3.154
0.020	3.154
0.040	3.154
0.060	3.154
0.080	3.156
0.100	3.160
0.120	3.159
0.140	3.159
0.160	3.160
0.180	3.160
0.200	3.161
0.220	3.159
0.240	3.159
0.260	3.160
0.280	3.160
0.300	3.160
0.320	3.160
0.340	3.160
0.360	3.160
0.380	3.160
0.400	3.160
0.420	3.160
0.440	3.160
0.460	3.159
0.480	3.160
0.500	3.159
0.520	3.159
0.540	3.159
0.560	3.159
0.580	3.159
0.600	3.159
0.620	3.159
0.640	3.159
0.660	3.159
0.680	3.159
0.700	3.159
0.720	3.159
0.740	3.160
0.760	3.159
0.780	3.159
0.800	3.159
0.820	3.159
0.840	3.159
0.860	3.159
0.880	3.159
0.900	3.154
0.920	3.153
0.940	3.153
0.960	3.152
0.980	3.152
1.000	3.152
